"Opps","Form","ItemId","Subject","Grade","Reporting_Category","Knowledge_and_Skill","Subject_Grade","difficulty","P.Value","ScorePoints","model","P0","P1","P2"
"Opportunity 3","Hard","A87895","Language Arts",4,"3.Grammar","3.Grammar.6","Language Arts_G4",0.664574488654872,0.4,1,"logit",1,0.664574488654872,0
"Opportunity 2","Hard","A52493","Language Arts",4,"4.Writing","4.Writing.1","Language Arts_G4",1.85984906206031,0.13,1,"logit",1,1.85984906206031,0
"Opportunity 3","Hard","A36459","Language Arts",4,"2.Reading","2.Reading.5","Language Arts_G4",1.34515421073227,0.5,1,"logit",1,1.34515421073227,0
"Opportunity 1","Hard","A14925","Language Arts",4,"3.Grammar","3.Grammar.4","Language Arts_G4",2.38743835635719,0.06,2,"adjacent logit",1.21773271706136,3.55714399565302,NA
"Opportunity 2","Hard","A39760","Language Arts",4,"2.Reading","2.Reading.5","Language Arts_G4",1.00912402055331,0.21,1,"logit",1,1.00912402055331,0
"Opportunity 2","Hard","A37144","Math",3,"4.Measurement","4.Measurement.6","Math_G3",1.00517329338776,0.24,1,"logit",1,1.00517329338776,0
"Opportunity 3","Hard","A55410","Natural Science",5,"1.Biology","1.Biology.1","Natural Science_G5",1.50067437314793,0.03,1,"logit",1,1.50067437314793,0
"Opportunity 2","Hard","A18799","Natural Science",5,"1.Biology","1.Biology.6","Natural Science_G5",0.539338334763252,0.28,1,"logit",1,0.539338334763252,0
"Opportunity 2","Hard","A25813","Math",3,"1.Probability","1.Probability.5","Math_G3",2.62409918542903,0.49,1,"logit",1,2.62409918542903,0
"Opportunity 3","Hard","A50460","Natural Science",5,"4.Chemistry","4.Chemistry.4","Natural Science_G5",1.19457968480793,0.02,2,"adjacent logit",0.0904658679468477,2.29869350166901,NA
"Opportunity 2","Hard","A79815","Math",3,"3.Geometry","3.Geometry.2","Math_G3",2.26223120948693,0.35,1,"logit",1,2.26223120948693,0
"Opportunity 3","Hard","A42398","Language Arts",4,"4.Writing","4.Writing.4","Language Arts_G4",-0.686751719092901,0.07,1,"logit",1,-0.686751719092901,0
"Opportunity 1","Hard","A43531","Natural Science",5,"1.Biology","1.Biology.2","Natural Science_G5",1.58618957009707,0.1,1,"logit",1,1.58618957009707,0
"Opportunity 1","Hard","A74236","Natural Science",5,"4.Chemistry","4.Chemistry.1","Natural Science_G5",-0.656669729668592,0.45,2,"adjacent logit",-1.01208044928723,-0.301259010049958,NA
"Opportunity 1","Hard","A30556","Language Arts",4,"4.Writing","4.Writing.5","Language Arts_G4",0.951323702183226,0.41,1,"logit",1,0.951323702183226,0
"Opportunity 1","Hard","A30235","Language Arts",4,"1.Vocabulary","1.Vocabulary.1","Language Arts_G4",2.03607842373876,0.42,1,"logit",1,2.03607842373876,0
"Opportunity 2","Hard","A80186","Math",3,"3.Geometry","3.Geometry.6","Math_G3",0.0641149006485516,0.15,2,"adjacent logit",-0.196886288627919,0.325116089925022,NA
"Opportunity 1","Hard","A80170","Language Arts",4,"3.Grammar","3.Grammar.5","Language Arts_G4",0.939406186405243,0.05,1,"logit",1,0.939406186405243,0
"Opportunity 2","Hard","A32492","Natural Science",5,"2.Physics","2.Physics.5","Natural Science_G5",2.05434207864223,0.12,1,"logit",1,2.05434207864223,0
"Opportunity 2","Hard","A49242","Language Arts",4,"1.Vocabulary","1.Vocabulary.2","Language Arts_G4",0.941295395754043,0.33,1,"logit",1,0.941295395754043,0
"Opportunity 1","Hard","A65920","Math",3,"1.Probability","1.Probability.2","Math_G3",1.77292590808213,0.49,1,"logit",1,1.77292590808213,0
"Opportunity 1","Hard","A88698","Natural Science",5,"2.Physics","2.Physics.6","Natural Science_G5",1.38332028737695,0.13,1,"logit",1,1.38332028737695,0
"Opportunity 3","Hard","A93671","Language Arts",4,"4.Writing","4.Writing.6","Language Arts_G4",1.30782970632024,0.18,1,"logit",1,1.30782970632024,0
"Opportunity 3","Hard","A17121","Language Arts",4,"1.Vocabulary","1.Vocabulary.6","Language Arts_G4",1.75072440397716,0.31,1,"logit",1,1.75072440397716,0
"Opportunity 1","Hard","A21659","Natural Science",5,"2.Physics","2.Physics.4","Natural Science_G5",0.449624307251151,0.42,1,"logit",1,0.449624307251151,0
"Opportunity 1","Hard","A77022","Language Arts",4,"3.Grammar","3.Grammar.5","Language Arts_G4",2.5188875714065,0.14,1,"logit",1,2.5188875714065,0
"Opportunity 1","Hard","A39776","Language Arts",4,"4.Writing","4.Writing.1","Language Arts_G4",1.58525530239527,0.24,1,"logit",1,1.58525530239527,0
"Opportunity 2","Hard","A59406","Math",3,"3.Geometry","3.Geometry.4","Math_G3",2.495161856698,0.07,1,"logit",1,2.495161856698,0
"Opportunity 3","Hard","A12308","Math",3,"3.Geometry","3.Geometry.2","Math_G3",1.42393945122589,0.02,1,"logit",1,1.42393945122589,0
"Opportunity 2","Hard","A48482","Math",3,"1.Probability","1.Probability.1","Math_G3",1.49418245753845,0.05,1,"logit",1,1.49418245753845,0
"Opportunity 3","Hard","A94119","Math",3,"4.Measurement","4.Measurement.1","Math_G3",-0.101100907209465,0.42,1,"logit",1,-0.101100907209465,0
"Opportunity 3","Hard","A91806","Natural Science",5,"3.Earth Science","3.Earth Science.5","Natural Science_G5",1.21622522436049,0.24,2,"adjacent logit",-2.57726812348576,5.00971857220674,NA
"Opportunity 2","Hard","A45168","Language Arts",4,"1.Vocabulary","1.Vocabulary.2","Language Arts_G4",0.0110468405500141,0.15,1,"logit",1,0.0110468405500141,0
"Opportunity 2","Hard","A50394","Natural Science",5,"1.Biology","1.Biology.5","Natural Science_G5",0.807221206477094,0.09,1,"logit",1,0.807221206477094,0
"Opportunity 1","Hard","A85403","Math",3,"3.Geometry","3.Geometry.2","Math_G3",1.62085812925199,0.11,1,"logit",1,1.62085812925199,0
"Opportunity 2","Hard","A39065","Natural Science",5,"4.Chemistry","4.Chemistry.6","Natural Science_G5",0.329818763292317,0.47,2,"adjacent logit",-1.16965061355708,1.82928814014171,NA
"Opportunity 1","Hard","A13205","Math",3,"3.Geometry","3.Geometry.3","Math_G3",0.78446646489618,0.08,1,"logit",1,0.78446646489618,0
"Opportunity 1","Hard","A74952","Natural Science",5,"2.Physics","2.Physics.6","Natural Science_G5",0.624712908121438,0.49,1,"logit",1,0.624712908121438,0
"Opportunity 1","Hard","A98384","Math",3,"4.Measurement","4.Measurement.4","Math_G3",1.73578196460045,0,2,"adjacent logit",-2.43940652386783,5.91097045306874,NA
"Opportunity 2","Hard","A36621","Language Arts",4,"4.Writing","4.Writing.3","Language Arts_G4",0.878969395805176,0.31,1,"logit",1,0.878969395805176,0
"Opportunity 3","Hard","A52563","Math",3,"3.Geometry","3.Geometry.2","Math_G3",0.765686146213026,0.06,1,"logit",1,0.765686146213026,0
"Opportunity 2","Hard","A93719","Natural Science",5,"4.Chemistry","4.Chemistry.3","Natural Science_G5",0.8243481530863,0.47,1,"logit",1,0.8243481530863,0
"Opportunity 2","Hard","A62721","Natural Science",5,"4.Chemistry","4.Chemistry.2","Natural Science_G5",1.53601980183463,0.21,2,"adjacent logit",-3.61243845998283,6.68447806365209,NA
"Opportunity 2","Hard","A93823","Natural Science",5,"1.Biology","1.Biology.5","Natural Science_G5",0.304906676707834,0.11,1,"logit",1,0.304906676707834,0
"Opportunity 3","Hard","A53251","Language Arts",4,"1.Vocabulary","1.Vocabulary.2","Language Arts_G4",0.721610936002637,0.25,1,"logit",1,0.721610936002637,0
"Opportunity 1","Hard","A79299","Math",3,"2.Algebra","2.Algebra.3","Math_G3",1.85134735708826,0.21,1,"logit",1,1.85134735708826,0
"Opportunity 1","Hard","A39366","Language Arts",4,"3.Grammar","3.Grammar.3","Language Arts_G4",1.22662929364191,0.35,1,"logit",1,1.22662929364191,0
"Opportunity 2","Hard","A31312","Math",3,"2.Algebra","2.Algebra.3","Math_G3",1.10970868008042,0.46,1,"logit",1,1.10970868008042,0
"Opportunity 2","Hard","A95070","Natural Science",5,"4.Chemistry","4.Chemistry.5","Natural Science_G5",1.5785508610358,0.27,1,"logit",1,1.5785508610358,0
"Opportunity 3","Hard","A38137","Natural Science",5,"2.Physics","2.Physics.6","Natural Science_G5",0.0992709060635083,0.09,1,"logit",1,0.0992709060635083,0
"Opportunity 3","Hard","A26208","Language Arts",4,"3.Grammar","3.Grammar.3","Language Arts_G4",0.33201702995867,0.01,1,"logit",1,0.33201702995867,0
"Opportunity 2","Hard","A58744","Natural Science",5,"1.Biology","1.Biology.1","Natural Science_G5",1.95788385281918,0.13,2,"adjacent logit",-1.84176127959051,5.75752898522886,NA
"Opportunity 3","Hard","A48515","Math",3,"1.Probability","1.Probability.4","Math_G3",1.46207848332657,0.49,1,"logit",1,1.46207848332657,0
"Opportunity 2","Hard","A34049","Language Arts",4,"4.Writing","4.Writing.3","Language Arts_G4",2.14097802908954,0.34,1,"logit",1,2.14097802908954,0
"Opportunity 2","Hard","A11120","Natural Science",5,"4.Chemistry","4.Chemistry.3","Natural Science_G5",0.900618693604393,0.16,1,"logit",1,0.900618693604393,0
"Opportunity 3","Hard","A82338","Natural Science",5,"1.Biology","1.Biology.3","Natural Science_G5",1.58590067250696,0.17,1,"logit",1,1.58590067250696,0
"Opportunity 2","Hard","A59889","Natural Science",5,"4.Chemistry","4.Chemistry.1","Natural Science_G5",-0.0503061403485121,0.31,1,"logit",1,-0.0503061403485121,0
